Częstotliwość (Hz)	Poziom (dB)
5414,062500	-84,315804
5419,921875	-85,330467
5425,781250	-86,920738
5431,640625	-87,899231
5437,500000	-88,293694
5443,359375	-88,803169
5449,218750	-89,657547
5455,078125	-89,625671
5460,937500	-88,058479
5466,796875	-87,214310
5472,656250	-87,864311
5478,515625	-88,474022
5484,375000	-88,827766
5490,234375	-88,963058
5496,093750	-88,972961
5501,953125	-88,694580
5507,812500	-87,398827
5513,671875	-87,355217
5519,531250	-89,080650
5525,390625	-89,270775
5531,250000	-88,016708
5537,109375	-87,553040
5542,968750	-87,031342
5548,828125	-87,496132
5554,687500	-88,651390
5560,546875	-89,794670
5566,406250	-91,090706
5572,265625	-90,413177
5578,125000	-90,234695
5583,984375	-90,017036
5589,843750	-89,749405
5595,703125	-91,102264
5601,562500	-90,781235
5607,421875	-89,823944
5613,281250	-91,018105
5619,140625	-91,472710
5625,000000	-90,575310
5630,859375	-91,279633
5636,718750	-90,652298
5642,578125	-89,782455
5648,437500	-90,126671
5654,296875	-91,317543
5660,156250	-91,290123
5666,015625	-92,076347
5671,875000	-92,781624
5677,734375	-93,487762
5683,593750	-93,791985
5689,453125	-93,515396
5695,312500	-93,247780
5701,171875	-93,328476
5707,031250	-93,259315
5712,890625	-91,941231
5718,750000	-90,990868
5724,609375	-89,855400
5730,468750	-88,969078
5736,328125	-89,294838
5742,187500	-89,269699
5748,046875	-89,344131
5753,906250	-89,882278
5759,765625	-89,722191
5765,625000	-89,443810
5771,484375	-89,260513
5777,343750	-88,883583
5783,203125	-88,890030
5789,062500	-89,530800
5794,921875	-88,324150
5800,781250	-87,018257
5806,640625	-86,732208
5812,500000	-86,463333
5818,359375	-86,384094
5824,218750	-86,886024
5830,078125	-86,784431
5835,937500	-86,888664
5841,796875	-86,991280
5847,656250	-86,893311
5853,515625	-87,366058
5859,375000	-87,521805
5865,234375	-88,046646
5871,093750	-88,978943
5876,953125	-89,479950
5882,812500	-89,760094
5888,671875	-90,422592
5894,531250	-91,274498
5900,390625	-91,974129
5906,250000	-91,556892
5912,109375	-90,239395
5917,968750	-89,639267
5923,828125	-89,259491
5929,687500	-88,802231
5935,546875	-88,785248
5941,406250	-89,899178
5947,265625	-91,869339
5953,125000	-93,264389
5958,984375	-93,229004
5964,843750	-93,363144
5970,703125	-92,922234
5976,562500	-91,111145
5982,421875	-90,638268
5988,281250	-91,211456
5994,140625	-91,676277
6000,000000	-92,009155
6005,859375	-92,824112
6011,718750	-92,168869
6017,578125	-90,594543
6023,437500	-89,476349
6029,296875	-90,174904
6035,156250	-90,910233
6041,015625	-89,302818
6046,875000	-89,505363
6052,734375	-90,522629
6058,593750	-92,043648
6064,453125	-92,668335
6070,312500	-90,749405
6076,171875	-88,812538
6082,031250	-87,394958
6087,890625	-87,568169
6093,750000	-88,501579
6099,609375	-90,443306
6105,468750	-91,054657
6111,328125	-91,132172
6117,187500	-92,710205
6123,046875	-93,205605
6128,906250	-93,601440
6134,765625	-94,093605
6140,625000	-94,158951
6146,484375	-94,620918
6152,343750	-95,460320
6158,203125	-95,470818
6164,062500	-95,714333
6169,921875	-96,566734
6175,781250	-95,264526
6181,640625	-93,482292
6187,500000	-92,992126
6193,359375	-91,528732
6199,218750	-90,875809
6205,078125	-91,116310
6210,937500	-91,707008
6216,796875	-94,545082
6222,656250	-96,541367
6228,515625	-96,530731
6234,375000	-96,107796
6240,234375	-96,104820
6246,093750	-95,944794
6251,953125	-96,792152
6257,812500	-95,591270
6263,671875	-93,891541
6269,531250	-93,832329
6275,390625	-94,909126
6281,250000	-95,849899
6287,109375	-95,307129
6292,968750	-95,082573
6298,828125	-96,431580
6304,687500	-96,750748
6310,546875	-96,709312
6316,406250	-94,935036
6322,265625	-93,005112
6328,125000	-91,338791
6333,984375	-91,621925
6339,843750	-93,386894
6345,703125	-94,950089
6351,562500	-93,730621
6357,421875	-92,203918
6363,281250	-91,878441
6369,140625	-91,756042
6375,000000	-92,409790
6380,859375	-91,687698
6386,718750	-90,050514
6392,578125	-89,793983
6398,437500	-90,345436
6404,296875	-90,264404
6410,156250	-90,330231
6416,015625	-90,989922
6421,875000	-91,519333
6427,734375	-89,906082
6433,593750	-88,192978
6439,453125	-87,337708
6445,312500	-87,211044
6451,171875	-88,732590
6457,031250	-91,475502
6462,890625	-93,730415
6468,750000	-90,424309
6474,609375	-85,178612
6480,468750	-82,795296
6486,328125	-85,157639
6492,187500	-87,602585
6498,046875	-88,861076
6503,906250	-90,352829
6509,765625	-91,621140
6515,625000	-91,263908
6521,484375	-90,003227
6527,343750	-89,389107
6533,203125	-89,365685
6539,062500	-89,428421
6544,921875	-89,041603
6550,781250	-88,290916
6556,640625	-87,482254
6562,500000	-86,553192
6568,359375	-85,872032
6574,218750	-86,235695
6580,078125	-88,361450
6585,937500	-91,597145
6591,796875	-90,684174
6597,656250	-87,302521
6603,515625	-85,557800
6609,375000	-84,682350
6615,234375	-83,751595
6621,093750	-82,774399
6626,953125	-81,928993
6632,812500	-81,581711
6638,671875	-81,732643
6644,531250	-81,288406
6650,390625	-80,248848
6656,250000	-79,795288
6662,109375	-80,139900
6667,968750	-80,657539
6673,828125	-81,214027
6679,687500	-81,590034
6685,546875	-81,566620
6691,406250	-81,375130
6697,265625	-80,968407
6703,125000	-80,533417
6708,984375	-81,126656
6714,843750	-82,890396
6720,703125	-82,976982
6726,562500	-81,415756
6732,421875	-80,311478
6738,281250	-80,061142
6744,140625	-80,645905
6750,000000	-80,822227
6755,859375	-80,353333
6761,718750	-80,469368
6767,578125	-81,182121
6773,437500	-82,250687
6779,296875	-84,157906
6785,156250	-87,399734
6791,015625	-90,099159
6796,875000	-88,107758
6802,734375	-86,608635
6808,593750	-86,308502
6814,453125	-85,096146
6820,312500	-82,613586
6826,171875	-80,296654
6832,031250	-78,766426
6837,890625	-77,963341
6843,750000	-77,805428
6849,609375	-77,980110
